round	UTS_p0.02_1s	CUTS_p0.02_4s	TS	CTS_4s
1245	105.626432	38.486219	563.672240	76.111158
1246	105.634256	38.494647	563.786640	76.111158
1247	105.642048	38.503168	563.897440	76.111158
1248	105.649936	38.511761	564.012480	76.111158
1249	105.657312	38.520161	564.125520	76.111158
1250	105.665008	38.528530	564.238480	76.111158
1251	105.672656	38.536980	564.347840	76.111158
1252	105.680256	38.545303	564.458880	76.111158
1253	105.688256	38.553720	564.564480	76.111158
1254	105.695600	38.562100	564.676960	76.111158
1255	105.703232	38.570411	564.784160	76.111158
1256	105.711104	38.578755	564.887760	76.111158
1257	105.718368	38.587189	564.993440	76.111158
1258	105.726080	38.595600	565.104240	76.111158
1259	105.733632	38.603871	565.216160	76.111158
1260	105.741040	38.612091	565.324480	76.111158
1261	105.749088	38.620432	565.431920	76.111158
1262	105.756944	38.628875	565.543440	76.111158
1263	105.764784	38.637096	565.652800	76.111158
1264	105.772112	38.645327	565.766400	76.111158
1265	105.779376	38.653694	565.874880	76.111158
1266	105.786880	38.662050	565.983120	76.111158
1267	105.794208	38.670149	566.096080	76.111158
1268	105.802432	38.678419	566.207440	76.111158
1269	105.810240	38.686732	566.317760	76.111158
1270	105.817680	38.695164	566.423600	76.111158
1271	105.825504	38.703488	566.531600	76.111158
1272	105.832752	38.711743	566.641280	76.111158
1273	105.840000	38.720055	566.750800	76.111158
1274	105.847472	38.728266	566.859040	76.111158
1275	105.855056	38.736528	566.970000	76.111158
1276	105.862000	38.744661	567.083280	76.111158
1277	105.869744	38.752890	567.191280	76.111158
1278	105.877584	38.761059	567.302480	76.111158
1279	105.884880	38.769382	567.411200	76.111158
1280	105.893024	38.777493	567.517840	76.111158
1281	105.901152	38.785711	567.618960	76.111158
1282	105.909232	38.793971	567.726960	76.111158
1283	105.917264	38.802185	567.833920	76.111158
1284	105.924832	38.810314	567.940480	76.111158
1285	105.932224	38.818354	568.053120	76.111158
1286	105.939680	38.826574	568.157920	76.111158
1287	105.947136	38.834711	568.261040	76.111158
1288	105.954512	38.842700	568.361280	76.111158
1289	105.962048	38.850764	568.463200	76.111158
1290	105.969120	38.858791	568.573280	76.111158
1291	105.976048	38.867108	568.679760	76.111158
1292	105.983840	38.875224	568.784240	76.111158
1293	105.991856	38.883325	568.893680	76.111158
1294	105.999200	38.891289	569.000960	76.111158
1295	106.006944	38.899377	569.108400	76.111158
1296	106.014400	38.907352	569.213440	76.111158
1297	106.021568	38.915258	569.319280	76.111158
1298	106.029344	38.923226	569.424240	76.111158
1299	106.036432	38.931217	569.529040	76.111158
1300	106.043776	38.939275	569.632880	76.111158
1301	106.050960	38.947173	569.738240	76.111158
1302	106.058880	38.955009	569.846960	76.111158
1303	106.066416	38.963046	569.950880	76.111158
1304	106.073136	38.971095	570.058960	76.111158
1305	106.080736	38.979104	570.163520	76.111158
1306	106.087488	38.987254	570.265920	76.111158
1307	106.094816	38.995200	570.370800	76.111158
1308	106.101664	39.003082	570.471200	76.111158
1309	106.108816	39.010924	570.573040	76.111158
1310	106.116000	39.018828	570.673120	76.111158
1311	106.123376	39.026721	570.770800	76.111158
1312	106.131280	39.034624	570.871680	76.111158
1313	106.138288	39.042428	570.973600	76.111158
1314	106.146000	39.050377	571.081920	76.111158
1315	106.153200	39.058238	571.184880	76.111158
1316	106.160224	39.065992	571.287760	76.111158
1317	106.167632	39.073853	571.394080	76.111158
1318	106.174736	39.081794	571.495360	76.111158
1319	106.181808	39.089661	571.598880	76.111158
1320	106.188800	39.097422	571.705360	76.111158
1321	106.195968	39.105256	571.810400	76.111158
1322	106.203760	39.113028	571.908880	76.111158
1323	106.211424	39.120821	572.012160	76.111158
1324	106.218640	39.128607	572.113120	76.111158
1325	106.226016	39.136418	572.214400	76.111158
1326	106.233376	39.144203	572.320320	76.111158
1327	106.240720	39.151996	572.419440	76.111158
1328	106.247968	39.159731	572.518320	76.111158
1329	106.254960	39.167521	572.620320	76.111158
1330	106.262512	39.175337	572.722640	76.111158
1331	106.269424	39.183044	572.825200	76.111158
1332	106.276688	39.190832	572.929440	76.111158
1333	106.283872	39.198578	573.034000	76.111158
1334	106.291712	39.206300	573.137520	76.111158
1335	106.298960	39.213956	573.236080	76.111158
1336	106.306240	39.221513	573.338560	76.111158
1337	106.313600	39.229272	573.442320	76.111158
1338	106.320688	39.237013	573.541920	76.111158
1339	106.327488	39.244743	573.638560	76.111158
1340	106.334640	39.252383	573.739200	76.111158
1341	106.341600	39.260128	573.835200	76.111158
1342	106.348656	39.267754	573.933920	76.111158
1343	106.355984	39.275486	574.033920	76.111158
1344	106.363088	39.283139	574.134400	76.111158
1345	106.370384	39.290727	574.238640	76.111158
1346	106.377200	39.298470	574.345280	76.111158
1347	106.384016	39.306032	574.444960	76.111158
1348	106.391136	39.313622	574.542400	76.111158
1349	106.398304	39.321336	574.640400	76.111158
1350	106.405184	39.328895	574.740880	76.111158
1351	106.411904	39.336504	574.837520	76.111158
1352	106.419072	39.344292	574.941440	76.111158
1353	106.426160	39.352023	575.040400	76.111158
1354	106.433040	39.359767	575.138880	76.111158
1355	106.439808	39.367367	575.242000	76.111158
1356	106.446304	39.374925	575.342800	76.111158
1357	106.453232	39.382589	575.442000	76.111158
1358	106.460208	39.390284	575.543840	76.111158
1359	106.467216	39.397920	575.643120	76.111158
1360	106.473584	39.405402	575.743920	76.111158
1361	106.480128	39.412936	575.841840	76.111158
1362	106.486544	39.420541	575.940960	76.111158
1363	106.493792	39.427923	576.039040	76.111158
1364	106.500496	39.435477	576.136400	76.111158
1365	106.507504	39.442856	576.227600	76.111158
1366	106.514064	39.450446	576.327280	76.111158
1367	106.521040	39.458060	576.427360	76.111158
1368	106.528144	39.465677	576.528960	76.111158
1369	106.535280	39.473173	576.628640	76.111158
1370	106.542224	39.480629	576.726080	76.111158
1371	106.549488	39.488250	576.821920	76.111158
1372	106.556592	39.495810	576.917600	76.111158
1373	106.563744	39.503245	577.020080	76.111158
1374	106.570320	39.510926	577.113920	76.111158
1375	106.577648	39.518423	577.210240	76.111158
1376	106.584416	39.525917	577.309120	76.111158
1377	106.591248	39.533358	577.401280	76.111158
1378	106.597824	39.540722	577.497760	76.111158
1379	106.604864	39.548103	577.594240	76.111158
1380	106.611584	39.555497	577.691040	76.111158
1381	106.618768	39.562877	577.789520	76.111158
1382	106.625008	39.570325	577.889920	76.111158
1383	106.631888	39.577836	577.985440	76.111158
1384	106.638544	39.585178	578.077920	76.111158
1385	106.645728	39.592556	578.170640	76.111158
1386	106.652080	39.599906	578.267120	76.111158
1387	106.658864	39.607272	578.364000	76.111158
1388	106.666016	39.614666	578.457600	76.111158
1389	106.672624	39.621967	578.552800	76.111158
1390	106.679056	39.629346	578.651040	76.111158
1391	106.686048	39.636672	578.748480	76.111158
1392	106.692416	39.644072	578.847280	76.111158
1393	106.699312	39.651411	578.942160	76.111158
1394	106.705680	39.658757	579.039040	76.111158
1395	106.711936	39.665982	579.132160	76.111158
1396	106.718448	39.673394	579.227040	76.111158
1397	106.724976	39.680739	579.322160	76.111158
1398	106.731856	39.688192	579.421840	76.111158
1399	106.738432	39.695559	579.518960	76.111158
1400	106.744992	39.702851	579.613680	76.111158
1401	106.752416	39.710162	579.708720	76.111158
1402	106.759136	39.717482	579.806160	76.111158
1403	106.766528	39.724857	579.900640	76.111158
1404	106.773072	39.732212	579.997120	76.111158
1405	106.779856	39.739523	580.094480	76.111158
1406	106.787008	39.746914	580.191920	76.111158
1407	106.793552	39.754107	580.281680	76.111158
1408	106.800400	39.761236	580.372720	76.111158
1409	106.806832	39.768425	580.468080	76.111158
1410	106.813520	39.775658	580.563360	76.111158
1411	106.820080	39.782991	580.659840	76.111158
1412	106.826752	39.790289	580.755120	76.111158
1413	106.833040	39.797497	580.846320	76.111158
1414	106.840160	39.804696	580.941680	76.111158
1415	106.846992	39.811961	581.035200	76.111158
1416	106.853216	39.819185	581.128400	76.111158
1417	106.859808	39.826441	581.223600	76.111158
1418	106.866368	39.833510	581.318400	76.111158
1419	106.873680	39.840671	581.412240	76.111158
1420	106.880128	39.847969	581.507520	76.111158
1421	106.886960	39.855142	581.601120	76.111158
1422	106.893584	39.862371	581.694880	76.111158
1423	106.899856	39.869612	581.783200	76.111158
1424	106.906448	39.876830	581.878080	76.111158
1425	106.912976	39.884060	581.972400	76.111158
1426	106.919824	39.891223	582.062800	76.111158
1427	106.926352	39.898510	582.154640	76.111158
1428	106.932736	39.905707	582.244880	76.111158
1429	106.939264	39.912826	582.334400	76.111158
1430	106.945344	39.919786	582.423840	76.111158
1431	106.951792	39.926975	582.517360	76.111158
1432	106.958032	39.934111	582.611120	76.111158
1433	106.964224	39.941206	582.702480	76.111158
1434	106.970576	39.948299	582.797600	76.111158
1435	106.977360	39.955475	582.892320	76.111158
1436	106.983648	39.962650	582.984640	76.111158
1437	106.990672	39.969846	583.073840	76.111158
1438	106.996752	39.976933	583.166720	76.111158
1439	107.003968	39.984053	583.258800	76.111158
1440	107.010192	39.991237	583.349040	76.111158
1441	107.016672	39.998436	583.438400	76.111158
1442	107.022784	40.005490	583.532480	76.111158
1443	107.028464	40.012651	583.625120	76.111158
1444	107.035104	40.019656	583.711600	76.111158
1445	107.041296	40.026829	583.801680	76.111158
1446	107.047504	40.033790	583.891680	76.111158
1447	107.054208	40.040788	583.982960	76.111158
1448	107.061040	40.047825	584.078880	76.111158
1449	107.067760	40.054904	584.170160	76.111158
1450	107.074256	40.062059	584.262320	76.111158
1451	107.080784	40.069074	584.352800	76.111158
1452	107.087216	40.076087	584.443040	76.111158
1453	107.093952	40.083144	584.533440	76.111158
1454	107.100368	40.090147	584.626560	76.111158
1455	107.107248	40.097148	584.720240	76.111158
1456	107.113472	40.104254	584.812720	76.111158
1457	107.119408	40.111303	584.900880	76.111158
1458	107.126464	40.118264	584.992400	76.111158
1459	107.133584	40.125308	585.080560	76.111158
1460	107.140608	40.132333	585.172240	76.111158
1461	107.147616	40.139407	585.266960	76.111158
1462	107.153904	40.146365	585.352880	76.111158
1463	107.160352	40.153292	585.438640	76.111158
1464	107.166960	40.160321	585.530080	76.111158
1465	107.172832	40.167175	585.623040	76.111158
1466	107.179264	40.174200	585.714560	76.111158
1467	107.185456	40.181329	585.806080	76.111158
1468	107.191744	40.188317	585.895440	76.111158
1469	107.198304	40.195322	585.986080	76.111158
1470	107.204592	40.202315	586.077600	76.111158
1471	107.211088	40.209166	586.166560	76.111158
1472	107.218176	40.216202	586.257600	76.111158
1473	107.224080	40.223083	586.346240	76.111158
1474	107.230576	40.230052	586.432560	76.111158
1475	107.237280	40.236839	586.519520	76.111158
1476	107.244272	40.243829	586.614320	76.111158
1477	107.250864	40.250793	586.701280	76.111158
1478	107.257392	40.257715	586.793520	76.111158
1479	107.263808	40.264620	586.887440	76.111158
1480	107.270368	40.271544	586.980720	76.111158
1481	107.276928	40.278507	587.068640	76.111158
1482	107.283280	40.285376	587.156240	76.111158
1483	107.289104	40.292346	587.247040	76.111158
1484	107.295200	40.299244	587.330160	76.111158
1485	107.301296	40.306170	587.420800	76.111158
1486	107.307088	40.313114	587.506160	76.111158
1487	107.313632	40.319895	587.596160	76.111158
1488	107.319840	40.326795	587.685760	76.111158
1489	107.326192	40.333697	587.774160	76.111158
1490	107.332336	40.340591	587.860400	76.111158
1491	107.338896	40.347370	587.953200	76.111158
1492	107.345424	40.354368	588.038800	76.111158
1493	107.352000	40.361282	588.123280	76.111158
1494	107.358640	40.368173	588.211280	76.111158
1495	107.365328	40.375079	588.301680	76.111158
1496	107.371888	40.381909	588.390160	76.111158
1497	107.378096	40.388702	588.476640	76.111158
1498	107.384896	40.395628	588.564320	76.111158
1499	107.390944	40.402364	588.650320	76.111158
1500	107.397040	40.409216	588.738160	76.111158
1501	107.403584	40.415984	588.827760	76.111158
1502	107.409392	40.422639	588.920480	76.111158
1503	107.415264	40.429482	589.007360	76.111158
1504	107.421568	40.436338	589.098560	76.111158
1505	107.428032	40.443133	589.186960	76.111158
1506	107.434512	40.449814	589.275520	76.111158
1507	107.440192	40.456662	589.366800	76.111158
1508	107.445904	40.463454	589.453600	76.111158
1509	107.452256	40.470349	589.538880	76.111158
1510	107.458064	40.477139	589.626240	76.111158
1511	107.464640	40.483925	589.709360	76.111158
1512	107.470816	40.490664	589.795120	76.111158
1513	107.477136	40.497426	589.879040	76.111158
1514	107.483376	40.504147	589.965440	76.111158
1515	107.489536	40.510827	590.052320	76.111158
1516	107.496048	40.517570	590.138000	76.111158
1517	107.502384	40.524308	590.222720	76.111158
1518	107.508320	40.531087	590.305760	76.111158
1519	107.514528	40.537883	590.393760	76.111158
1520	107.520032	40.544600	590.481120	76.111158
1521	107.525648	40.551390	590.566720	76.111158
1522	107.531616	40.558170	590.651680	76.111158
1523	107.537536	40.565005	590.736240	76.111158
1524	107.543856	40.571803	590.823680	76.111158
1525	107.550096	40.578618	590.908640	76.111158
1526	107.555872	40.585294	590.994960	76.111158
1527	107.562416	40.591996	591.080000	76.111158
1528	107.568496	40.598677	591.165360	76.111158
1529	107.575184	40.605468	591.250800	76.111158
1530	107.581216	40.612137	591.335520	76.111158
1531	107.587584	40.618785	591.417920	76.111158
1532	107.593712	40.625366	591.504640	76.111158
1533	107.599984	40.632094	591.589120	76.111158
1534	107.605728	40.638841	591.681120	76.111158
1535	107.611728	40.645463	591.765840	76.111158
1536	107.617936	40.652210	591.846080	76.111158
1537	107.624784	40.658943	591.934800	76.111158
1538	107.630240	40.665669	592.021200	76.111158
1539	107.636192	40.672373	592.107280	76.111158
1540	107.642368	40.678979	592.194800	76.111158
1541	107.647888	40.685606	592.283520	76.111158
1542	107.654224	40.692239	592.367760	76.111158
1543	107.661040	40.698893	592.453440	76.111158
1544	107.667248	40.705503	592.538720	76.111158
1545	107.673648	40.712070	592.621120	76.111158
1546	107.680000	40.718798	592.709920	76.111158
1547	107.685792	40.725417	592.792640	76.111158
1548	107.691280	40.732153	592.877280	76.111158
1549	107.697568	40.738689	592.962800	76.111158
1550	107.703376	40.745196	593.046400	76.111158
1551	107.709376	40.751844	593.130240	76.111158
1552	107.715680	40.758462	593.216080	76.111158
1553	107.721488	40.765182	593.293760	76.111158
1554	107.727376	40.771856	593.381520	76.111158
1555	107.733376	40.778515	593.469280	76.111158
1556	107.739152	40.785124	593.551440	76.111158
1557	107.745536	40.791695	593.635280	76.111158
1558	107.751744	40.798282	593.718160	76.111158
1559	107.758128	40.804951	593.801920	76.111158
1560	107.764112	40.811544	593.884160	76.111158
1561	107.770064	40.818264	593.969920	76.111158
1562	107.776528	40.824834	594.053840	76.111158
1563	107.782576	40.831432	594.134640	76.111158
1564	107.788912	40.838005	594.216480	76.111158
1565	107.795152	40.844492	594.298800	76.111158
1566	107.800752	40.851135	594.384320	76.111158
1567	107.806512	40.857727	594.463280	76.111158
1568	107.812432	40.864216	594.545600	76.111158
1569	107.818848	40.870779	594.623680	76.111158
1570	107.824816	40.877305	594.708240	76.111158
1571	107.830752	40.883847	594.792000	76.111158
1572	107.836720	40.890303	594.873120	76.111158
1573	107.842288	40.896802	594.956240	76.111158
1574	107.848352	40.903244	595.035840	76.111158
1575	107.854208	40.909775	595.119680	76.111158
1576	107.860128	40.916355	595.201040	76.111158
1577	107.866384	40.922829	595.287760	76.111158
1578	107.872192	40.929345	595.369120	76.111158
1579	107.877744	40.935899	595.455840	76.111158
1580	107.883552	40.942467	595.536960	76.111158
1581	107.889440	40.949042	595.622880	76.111158
1582	107.894704	40.955531	595.705040	76.111158
1583	107.900592	40.961917	595.785600	76.111158
1584	107.906928	40.968374	595.870000	76.111158
1585	107.912304	40.974788	595.950480	76.111158
1586	107.917984	40.981364	596.031920	76.111158
1587	107.923664	40.987989	596.113920	76.111158
1588	107.929904	40.994525	596.194480	76.111158
1589	107.935648	41.000943	596.273920	76.111158
1590	107.941440	41.007447	596.353440	76.111158
1591	107.946912	41.013968	596.433280	76.111158
1592	107.952560	41.020351	596.514080	76.111158
1593	107.958272	41.026842	596.594480	76.111158
1594	107.964080	41.033364	596.673920	76.111158
1595	107.970480	41.039897	596.751200	76.111158
1596	107.976432	41.046371	596.827840	76.111158
1597	107.982368	41.052839	596.903760	76.111158
1598	107.988032	41.059264	596.984080	76.111158
1599	107.993328	41.065726	597.067360	76.111158
1600	107.998848	41.072147	597.148240	76.111158
1601	108.004784	41.078556	597.229200	76.111158
1602	108.010976	41.085015	597.309760	76.111158
1603	108.016800	41.091470	597.390480	76.111158
1604	108.022688	41.097896	597.472720	76.111158
1605	108.028704	41.104350	597.551840	76.111158
1606	108.034592	41.110783	597.628880	76.111158
1607	108.039328	41.117284	597.708720	76.111158
1608	108.044816	41.123794	597.787840	76.111158
1609	108.050304	41.130247	597.864960	76.111158
1610	108.056112	41.136735	597.945360	76.111158
1611	108.061728	41.143035	598.026400	76.111158
1612	108.067776	41.149528	598.102880	76.111158
1613	108.073424	41.156018	598.184000	76.111158
1614	108.078640	41.162438	598.265440	76.111158
1615	108.084144	41.168831	598.347200	76.111158
1616	108.090224	41.175308	598.421120	76.111158
1617	108.095808	41.181771	598.504320	76.111158
1618	108.101232	41.188267	598.581440	76.111158
1619	108.107264	41.194716	598.658240	76.111158
1620	108.112944	41.201001	598.740880	76.111158
1621	108.118672	41.207372	598.824960	76.111158
1622	108.124896	41.213754	598.902960	76.111158
1623	108.130336	41.220153	598.983520	76.111158
1624	108.136224	41.226556	599.061840	76.111158
1625	108.141840	41.233006	599.140080	76.111158
1626	108.147520	41.239449	599.220240	76.111158
1627	108.153392	41.245821	599.301040	76.111158
1628	108.159072	41.252250	599.378880	76.111158
1629	108.165088	41.258655	599.457760	76.111158
1630	108.170848	41.265013	599.536720	76.111158
1631	108.176368	41.271265	599.612160	76.111158
1632	108.181648	41.277619	599.690880	76.111158
1633	108.187376	41.283949	599.767200	76.111158
1634	108.192800	41.290386	599.850800	76.111158
1635	108.198464	41.296733	599.931920	76.111158
1636	108.204336	41.303079	600.012240	76.111158
1637	108.209760	41.309376	600.090960	76.111158
1638	108.215680	41.315701	600.171280	76.111158
1639	108.221104	41.322003	600.250800	76.111158
1640	108.226432	41.328218	600.327280	76.111158
1641	108.231776	41.334520	600.401840	76.111158
1642	108.237488	41.340763	600.482000	76.111158
1643	108.243088	41.347165	600.561440	76.111158
1644	108.248864	41.353525	600.640560	76.111158
1645	108.254320	41.359804	600.719200	76.111158
1646	108.259248	41.366112	600.797440	76.111158
1647	108.265280	41.372489	600.874720	76.111158
1648	108.270592	41.378807	600.950960	76.111158
1649	108.275712	41.385077	601.030160	76.111158
1650	108.280880	41.391331	601.108480	76.111158
1651	108.286624	41.397629	601.185360	76.111158
1652	108.292080	41.403867	601.262400	76.111158
1653	108.297552	41.410180	601.340240	76.111158
1654	108.303136	41.416378	601.415200	76.111158
1655	108.308576	41.422703	601.494080	76.111158
1656	108.313904	41.429095	601.568640	76.111158
1657	108.319104	41.435380	601.642880	76.111158
1658	108.324512	41.441572	601.722400	76.111158
1659	108.330368	41.447974	601.799280	76.111158
1660	108.336256	41.454197	601.874800	76.111158
1661	108.341680	41.460512	601.952720	76.111158
1662	108.346608	41.466742	602.030720	76.111158
1663	108.351936	41.473023	602.100320	76.111158
1664	108.357696	41.479292	602.179840	76.111158
1665	108.362832	41.485598	602.254080	76.111158
1666	108.368272	41.491812	602.330160	76.111158
1667	108.374032	41.498106	602.406880	76.111158
1668	108.379328	41.504429	602.483280	76.111158
1669	108.384576	41.510795	602.560560	76.111158
1670	108.389856	41.517105	602.635120	76.111158
1671	108.395536	41.523391	602.712800	76.111158
1672	108.400816	41.529598	602.789600	76.111158
1673	108.406384	41.535896	602.869520	76.111158
1674	108.412256	41.542169	602.947440	76.111158
1675	108.417616	41.548376	603.021360	76.111158
1676	108.423056	41.554636	603.096480	76.111158
1677	108.428512	41.560841	603.177520	76.111158
1678	108.433728	41.567128	603.252400	76.111158
1679	108.439680	41.573235	603.329440	76.111158
1680	108.445264	41.579530	603.404000	76.111158
1681	108.450656	41.585773	603.481360	76.111158
1682	108.456112	41.592050	603.556960	76.111158
1683	108.461856	41.598193	603.633760	76.111158
1684	108.467184	41.604428	603.706800	76.111158
1685	108.472832	41.610603	603.779120	76.111158
1686	108.478320	41.616819	603.855440	76.111158
1687	108.483632	41.623010	603.929040	76.111158
1688	108.488928	41.629322	604.004960	76.111158
1689	108.493904	41.635555	604.077920	76.111158
1690	108.499312	41.641753	604.152480	76.111158
1691	108.505408	41.648037	604.227840	76.111158
1692	108.510720	41.654212	604.302880	76.111158
1693	108.515872	41.660412	604.378080	76.111158
1694	108.520848	41.666627	604.453360	76.111158
1695	108.526224	41.672956	604.529760	76.111158
1696	108.531312	41.679232	604.600080	76.111158
1697	108.537008	41.685390	604.674240	76.111158
1698	108.541952	41.691566	604.749120	76.111158
1699	108.547008	41.697720	604.827760	76.111158
1700	108.552672	41.703882	604.902480	76.111158
1701	108.558176	41.710171	604.980320	76.111158
1702	108.563520	41.716278	605.057040	76.111158
1703	108.568832	41.722438	605.132960	76.111158
1704	108.574000	41.728633	605.207040	76.111158
1705	108.579552	41.734822	605.280240	76.111158
1706	108.584544	41.741034	605.353520	76.111158
1707	108.589296	41.747231	605.426960	76.111158
1708	108.594448	41.753507	605.501680	76.111158
1709	108.599968	41.759689	605.578320	76.111158
1710	108.604992	41.765891	605.655120	76.111158
1711	108.610512	41.772018	605.728480	76.111158
1712	108.615136	41.778127	605.802880	76.111158
1713	108.620480	41.784230	605.878240	76.111158
1714	108.625856	41.790421	605.953440	76.111158
1715	108.631280	41.796609	606.028080	76.111158
1716	108.636608	41.802837	606.102880	76.111158
1717	108.641888	41.809015	606.171200	76.111158
1718	108.647184	41.815125	606.247520	76.111158
1719	108.652608	41.821249	606.321920	76.111158
1720	108.657888	41.827390	606.393040	76.111158
1721	108.663184	41.833412	606.464880	76.111158
1722	108.668800	41.839555	606.539840	76.111158
1723	108.673936	41.845689	606.614320	76.111158
1724	108.679120	41.851762	606.687440	76.111158
1725	108.684272	41.857881	606.761920	76.111158
1726	108.689472	41.863911	606.837600	76.111158
1727	108.694720	41.870028	606.910480	76.111158
1728	108.700000	41.876136	606.981040	76.111158
1729	108.704880	41.882439	607.052560	76.111158
1730	108.710080	41.888592	607.122880	76.111158
1731	108.715184	41.894751	607.197760	76.111158
1732	108.720704	41.900816	607.271760	76.111158
1733	108.725920	41.906990	607.345600	76.111158
1734	108.731056	41.913173	607.418800	76.111158
1735	108.736304	41.919326	607.493920	76.111158
1736	108.741424	41.925470	607.563520	76.111158
1737	108.746720	41.931522	607.637280	76.111158
1738	108.751904	41.937602	607.708960	76.111158
1739	108.757520	41.943666	607.779520	76.111158
1740	108.762560	41.949776	607.854560	76.111158
1741	108.768240	41.955863	607.930400	76.111158
1742	108.773664	41.961953	608.003440	76.111158
1743	108.778768	41.968019	608.075120	76.111158
1744	108.784096	41.974221	608.149920	76.111158
1745	108.789408	41.980338	608.221520	76.111158
1746	108.794576	41.986373	608.292720	76.111158
1747	108.799904	41.992468	608.364320	76.111158
1748	108.805216	41.998653	608.436080	76.111158
1749	108.810880	42.004737	608.509040	76.111158
1750	108.816064	42.010791	608.581040	76.111158
1751	108.821264	42.016879	608.655680	76.111158
1752	108.826144	42.022905	608.730080	76.111158
1753	108.831264	42.029004	608.803360	76.111158
1754	108.836768	42.035008	608.870160	76.111158
1755	108.842048	42.041183	608.937120	76.111158
1756	108.847712	42.047255	609.004880	76.111158
1757	108.853024	42.053364	609.074640	76.111158
1758	108.858112	42.059370	609.140960	76.111158
1759	108.863440	42.065422	609.210560	76.111158
1760	108.869184	42.071420	609.281920	76.111158
1761	108.874304	42.077555	609.353200	76.111158
1762	108.879472	42.083627	609.426880	76.111158
1763	108.885520	42.089620	609.499840	76.111158
1764	108.890704	42.095657	609.570400	76.111158
1765	108.896080	42.101705	609.645360	76.111158
1766	108.901536	42.107849	609.717360	76.111158
1767	108.906944	42.113914	609.789520	76.111158
1768	108.911824	42.119942	609.858240	76.111158
1769	108.917024	42.125925	609.930240	76.111158
1770	108.922208	42.131900	610.000800	76.111158
1771	108.927728	42.137895	610.073200	76.111158
1772	108.933408	42.143930	610.139440	76.111158
1773	108.938384	42.149878	610.209600	76.111158
1774	108.943840	42.155879	610.283600	76.111158
1775	108.949136	42.161921	610.352240	76.111158
1776	108.954528	42.167786	610.423840	76.111158
1777	108.959744	42.173712	610.497440	76.111158
1778	108.965120	42.179670	610.567680	76.111158
1779	108.970080	42.185717	610.635680	76.111158
1780	108.975648	42.191674	610.704720	76.111158
1781	108.980544	42.197632	610.771520	76.111158
1782	108.986048	42.203611	610.845840	76.111158
1783	108.990848	42.209560	610.912960	76.111158
1784	108.995920	42.215625	610.979760	76.111158
1785	109.001296	42.221623	611.046720	76.111158
1786	109.006672	42.227622	611.120400	76.111158
1787	109.011520	42.233622	611.191040	76.111158
1788	109.016384	42.239565	611.261600	76.111158
1789	109.021632	42.245630	611.332240	76.111158
1790	109.026976	42.251673	611.403840	76.111158
1791	109.031600	42.257623	611.468480	76.111158
1792	109.036496	42.263676	611.539440	76.111158
1793	109.041136	42.269641	611.606320	76.111158
1794	109.046256	42.275596	611.680560	76.111158
1795	109.051248	42.281680	611.754800	76.111158
1796	109.056592	42.287671	611.824720	76.111158
1797	109.061648	42.293682	611.894240	76.111158
1798	109.066976	42.299627	611.966160	76.111158
1799	109.071872	42.305612	612.033280	76.111158
1800	109.077024	42.311564	612.101280	76.111158
1801	109.082208	42.317470	612.170320	76.111158
1802	109.087360	42.323453	612.237520	76.111158
1803	109.092272	42.329389	612.308880	76.111158
1804	109.097472	42.335354	612.375840	76.111158
1805	109.102208	42.341312	612.442480	76.111158
1806	109.106928	42.347259	612.514880	76.111158
1807	109.111808	42.353204	612.586320	76.111158
1808	109.116480	42.359157	612.654480	76.111158
1809	109.121568	42.365058	612.723680	76.111158
1810	109.126544	42.371042	612.792480	76.111158
1811	109.131632	42.376998	612.860080	76.111158
1812	109.136368	42.382950	612.929360	76.111158
1813	109.141872	42.388987	612.993040	76.111158
1814	109.146912	42.394947	613.059040	76.111158
1815	109.151376	42.400981	613.130560	76.111158
1816	109.156480	42.406983	613.200240	76.111158
1817	109.161488	42.412979	613.268240	76.111158
1818	109.166640	42.418903	613.334960	76.111158
1819	109.171856	42.424883	613.402400	76.111158
1820	109.177120	42.430827	613.470080	76.111158
1821	109.182160	42.436754	613.536800	76.111158
1822	109.187056	42.442653	613.607200	76.111158
1823	109.191680	42.448650	613.673600	76.111158
1824	109.196528	42.454536	613.743520	76.111158
1825	109.201360	42.460427	613.813840	76.111158
1826	109.206432	42.466296	613.880960	76.111158
1827	109.211040	42.472187	613.950000	76.111158
1828	109.216432	42.478113	614.020480	76.111158
1829	109.221568	42.484006	614.087200	76.111158
1830	109.226608	42.489946	614.155840	76.111158
1831	109.231648	42.495892	614.222240	76.111158
1832	109.236848	42.501736	614.288640	76.111158
1833	109.241696	42.507722	614.355440	76.111158
1834	109.246800	42.513666	614.423200	76.111158
1835	109.251904	42.519659	614.493600	76.111158
1836	109.256528	42.525511	614.561440	76.111158
1837	109.261232	42.531419	614.626800	76.111158
1838	109.266240	42.537325	614.694560	76.111158
1839	109.271088	42.543227	614.764240	76.111158
1840	109.276240	42.549074	614.831440	76.111158
1841	109.280864	42.554973	614.900880	76.111158
1842	109.285712	42.560848	614.964320	76.111158
1843	109.291024	42.566737	615.031920	76.111158
1844	109.296560	42.572672	615.100960	76.111158
1845	109.301232	42.578642	615.166800	76.111158
1846	109.305936	42.584528	615.230800	76.111158
1847	109.310736	42.590302	615.296880	76.111158
1848	109.316048	42.596235	615.361600	76.111158
1849	109.320640	42.602054	615.433360	76.111158
1850	109.325536	42.607876	615.498720	76.111158
1851	109.330272	42.613764	615.568880	76.111158
